0,1,2,6,7,3,5,8,4
611,Sheri,Reeves,171.84,121.25,F,54,Prefer not to say,sherireeves7@gmail.com
612,Kristina,Cherry,167.82,106.63,F,46,Prefer not to say,kristinacherry6@gmail.com
613,Daphne,Holloway,182.19,168.35,F,40,Black or African American,daphneholloway6@gmail.com
614,Katie,Morrison,159.76,117.4,F,23,American Indian or Alaska Native,katiemorrison6@gmail.com
615,Sarah,Mcfarland,176.66,115.57,F,53,Asian,sarahmcfarland7@gmail.com
616,Dana,Rollins,175.11,150.17,F,25,American Indian or Alaska Native,danarollins2@gmail.com
617,Molly,Villanueva,177.2,151.78,F,46,American Indian or Alaska Native,mollyvillanueva8@gmail.com
618,Ava,Lynn,177.58,119.48,F,51,American Indian or Alaska Native,avalynn9@gmail.com
619,Merle,Escobar,154.95,192.02,F,44,American Indian or Alaska Native,merleescobar5@gmail.com
620,Susan,Peterson,170.57,104.65,F,43,Prefer not to say,susanpeterson1@gmail.com
621,Carmella,Nelson,166.82,175.15,F,59,Native Hawaiian or Other Pacific Islander,carmellanelson8@gmail.com
622,Leigh,Hunt,170.58,190.18,F,55,Native Hawaiian or Other Pacific Islander,leighhunt8@gmail.com
623,Karyn,Valdez,179.54,93.1,F,35,Black or African American,karynvaldez3@gmail.com
624,Hannah,Hansen,161.19,123.83,F,23,White,hannahhansen8@gmail.com
625,Lola,Willis,172.69,105.84,F,51,American Indian or Alaska Native,lolawillis9@gmail.com
626,Evangelina,Hodges,176.63,176.84,F,22,Black or African American,evangelinahodges9@gmail.com
627,Beryl,Vasquez,172.6,117.79,F,30,Prefer not to say,berylvasquez9@gmail.com
628,Diane,Fletcher,180.12,194.57,F,59,Asian,dianefletcher2@gmail.com
629,Eunice,Crosby,155.98,131.76,F,34,Asian,eunicecrosby2@gmail.com
630,Adele,Warren,181.99,142.54,F,48,Asian,adelewarren5@gmail.com
631,Kelsey,Ray,159.44,178.8,F,31,Native Hawaiian or Other Pacific Islander,kelseyray6@gmail.com
632,Abby,Leon,180.74,118.69,F,52,White,abbyleon1@gmail.com
633,Lindsey,Simmons,177.49,179.93,F,51,Native Hawaiian or Other Pacific Islander,lindseysimmons3@gmail.com
634,Cherie,Carter,171.12,112.29,F,24,Black or African American,cheriecarter5@gmail.com
635,Theresa,Cobb,163.39,111.33,F,32,Asian,theresacobb7@gmail.com
636,Helen,Miles,179.23,102.41,F,20,Prefer not to say,helenmiles2@gmail.com
637,Gabrielle,Hubbard,157.63,144.65,F,32,White,gabriellehubbard1@gmail.com
638,Maryanne,Hooper,158.35,98.1,F,25,White,maryannehooper4@gmail.com
639,Esperanza,Booth,162.22,156.24,F,20,Prefer not to say,esperanzabooth9@gmail.com
640,Nicole,Owens,155.67,149.99,F,25,White,nicoleowens5@gmail.com
641,Miranda,Acevedo,166.27,184.73,F,52,Prefer not to say,mirandaacevedo9@gmail.com
642,Carrie,Gibson,152.89,97.15,F,45,Prefer not to say,carriegibson9@gmail.com
643,Patsy,Tucker,164.84,151.08,F,51,Asian,patsytucker2@gmail.com
644,Vonda,Richardson,170.59,100.72,F,20,White,vondarichardson5@gmail.com
645,Sofia,Merritt,157.22,159.17,F,26,White,sofiamerritt6@gmail.com
646,Johanna,Murillo,181.91,95.06,F,53,Asian,johannamurillo5@gmail.com
647,Elise,Moreno,172.4,167.12,F,50,White,elisemoreno7@gmail.com
648,Joni,Hopkins,172.12,108.66,F,34,Black or African American,jonihopkins6@gmail.com
649,Chris,Beck,166.84,98.61,F,57,Asian,chrisbeck1@gmail.com
650,Sybil,Harrison,169.66,108.48,F,28,American Indian or Alaska Native,sybilharrison8@gmail.com
651,Kristin,Fitzpatrick,169.93,152.77,F,23,Native Hawaiian or Other Pacific Islander,kristinfitzpatrick7@gmail.com
652,Dorthy,Joseph,177.85,154.56,F,38,American Indian or Alaska Native,dorthyjoseph5@gmail.com
653,Marquita,Meyers,168.23,141.29,F,20,Prefer not to say,marquitameyers9@gmail.com
654,Barbara,Love,169.73,191.58,F,47,Black or African American,barbaralove8@gmail.com
655,Helen,Tanner,159.69,197.16,F,45,Native Hawaiian or Other Pacific Islander,helentanner4@gmail.com
656,Margie,Bell,152.51,106.65,F,60,American Indian or Alaska Native,margiebell9@gmail.com
657,Eleanor,Taylor,167.02,186.74,F,36,Prefer not to say,eleanortaylor4@gmail.com
658,Sheila,Mercer,178.05,135.6,F,40,White,sheilamercer5@gmail.com
659,Allison,Butler,177.01,192.14,F,32,White,allisonbutler8@gmail.com
660,Dixie,Strong,162.77,179.68,F,53,Prefer not to say,dixiestrong3@gmail.com
661,Jessie,Gaines,170.28,180.2,F,41,Native Hawaiian or Other Pacific Islander,jessiegaines4@gmail.com
662,Kristen,Edwards,158.78,130.19,F,54,Native Hawaiian or Other Pacific Islander,kristenedwards2@gmail.com
663,Martha,Cabrera,171.32,99.54,F,23,Asian,marthacabrera2@gmail.com
664,Marsha,Snyder,155.81,95.16,F,26,American Indian or Alaska Native,marshasnyder2@gmail.com
665,Charlene,Haney,182.21,193.71,F,56,White,charlenehaney9@gmail.com
666,Jeanette,Underwood,174.19,106,F,24,American Indian or Alaska Native,jeanetteunderwood4@gmail.com
667,Ina,Whitehead,180.42,114.58,F,25,Black or African American,inawhitehead7@gmail.com
668,Chasity,Booker,169.44,118.88,F,47,American Indian or Alaska Native,chasitybooker2@gmail.com
669,Annie,Cross,176.49,191.11,F,24,Black or African American,anniecross9@gmail.com
670,Viola,Fleming,153.89,166.69,F,53,White,violafleming8@gmail.com
671,Dionne,Armstrong,164.55,109.67,F,25,Asian,dionnearmstrong5@gmail.com
672,Lara,Lowe,166.17,151.87,F,31,Native Hawaiian or Other Pacific Islander,laralowe3@gmail.com
673,Britney,Mcfarland,175.34,123.2,F,34,Asian,britneymcfarland4@gmail.com
674,Karina,Buchanan,157.31,90.19,F,31,Black or African American,karinabuchanan3@gmail.com
675,Lynnette,Bush,179.11,188.98,F,55,Native Hawaiian or Other Pacific Islander,lynnettebush4@gmail.com
676,Iris,Howe,174.3,167.91,F,29,Native Hawaiian or Other Pacific Islander,irishowe2@gmail.com
677,Nicole,Cortez,171.78,159.64,F,50,Black or African American,nicolecortez2@gmail.com
678,Marva,Kim,161.53,172.46,F,50,Native Hawaiian or Other Pacific Islander,marvakim2@gmail.com
679,Alexandria,Alvarado,159.59,190.21,F,27,White,alexandriaalvarado6@gmail.com
680,Graciela,Khan,170.73,198.6,F,42,American Indian or Alaska Native,gracielakhan4@gmail.com
681,Loretta,Rosales,159.08,118.23,F,53,Prefer not to say,lorettarosales4@gmail.com
682,Penny,Hunt,165.86,134.47,F,41,Asian,pennyhunt4@gmail.com
683,Rebekah,Norton,156.78,123.3,F,36,Prefer not to say,rebekahnorton2@gmail.com
684,Christie,Craig,174.42,155.64,F,29,American Indian or Alaska Native,christiecraig4@gmail.com
685,Alta,Sharp,155.91,183.67,F,25,Prefer not to say,altasharp6@gmail.com
686,Kathryn,Cordova,175.31,112.89,F,28,American Indian or Alaska Native,kathryncordova1@gmail.com
687,Katelyn,Hardin,154,166.67,F,43,American Indian or Alaska Native,katelynhardin4@gmail.com
688,Francisca,Bowen,154.28,163.15,F,41,Prefer not to say,franciscabowen9@gmail.com
689,Norma,Stuart,155.26,129.01,F,32,American Indian or Alaska Native,normastuart6@gmail.com
690,Belinda,Nelson,175.86,150.92,F,55,Prefer not to say,belindanelson8@gmail.com
691,Mindy,Wall,176.07,163.78,F,36,Native Hawaiian or Other Pacific Islander,mindywall2@gmail.com
692,Ila,Prince,177.88,107.24,F,32,Native Hawaiian or Other Pacific Islander,ilaprince5@gmail.com
693,Eugenia,Burke,168.61,184.09,F,54,Prefer not to say,eugeniaburke5@gmail.com
694,Mandy,Doyle,162.54,99.31,F,24,Native Hawaiian or Other Pacific Islander,mandydoyle9@gmail.com
695,Elizabeth,Andersen,161.7,114.75,F,35,Native Hawaiian or Other Pacific Islander,elizabethandersen1@gmail.com
696,Rosanne,Rogers,174.51,144.11,F,51,American Indian or Alaska Native,rosannerogers1@gmail.com
697,Marta,Lowery,171.77,120.16,F,28,White,martalowery2@gmail.com
698,Dianne,Andrews,172.03,147.77,F,39,American Indian or Alaska Native,dianneandrews1@gmail.com
699,Madelyn,Kirk,160.62,134.03,F,38,Black or African American,madelynkirk7@gmail.com
700,Gloria,Finley,164.98,142.75,F,34,Prefer not to say,gloriafinley7@gmail.com
701,Magdalena,Meyers,160.34,152.92,F,55,American Indian or Alaska Native,magdalenameyers4@gmail.com
702,Lee,Blake,161.93,187.84,F,24,Asian,leeblake9@gmail.com
703,Aimee,Salazar,164.29,151.65,F,26,Native Hawaiian or Other Pacific Islander,aimeesalazar6@gmail.com
704,Kerry,Watson,154.2,162.68,F,59,American Indian or Alaska Native,kerrywatson2@gmail.com
705,Leah,Archer,174.56,189.47,F,41,White,leaharcher2@gmail.com
706,Ronda,Bautista,155.91,110.84,F,42,White,rondabautista1@gmail.com
707,Aurelia,Sawyer,166.93,186.82,F,54,Prefer not to say,aureliasawyer2@gmail.com
708,Autumn,Santiago,174.6,129.16,F,25,Prefer not to say,autumnsantiago1@gmail.com
709,Janie,Mccoy,167.25,168.83,F,52,Black or African American,janiemccoy3@gmail.com
710,Lois,Schwartz,173.75,91.49,F,58,American Indian or Alaska Native,loisschwartz4@gmail.com
711,Cherie,Bass,162.53,105.24,F,23,American Indian or Alaska Native,cheriebass8@gmail.com
712,Janet,Arias,157.42,118.66,F,45,Prefer not to say,janetarias8@gmail.com
713,Letitia,Burgess,156.93,105.32,F,22,White,letitiaburgess9@gmail.com
714,Mindy,Juarez,177.55,92.06,F,58,Asian,mindyjuarez9@gmail.com
715,Hester,Jensen,157.63,185.71,F,23,American Indian or Alaska Native,hesterjensen1@gmail.com
716,Karin,Burke,182.74,138.88,F,59,White,karinburke8@gmail.com
717,Nora,Moss,169.29,196.95,F,45,Prefer not to say,noramoss2@gmail.com
718,Arlene,Combs,168.81,96.03,F,30,Prefer not to say,arlenecombs9@gmail.com
719,Sylvia,Salinas,163.25,130.95,F,43,American Indian or Alaska Native,sylviasalinas5@gmail.com
720,Kayla,Paul,164.09,187.02,F,39,Prefer not to say,kaylapaul6@gmail.com
721,Rachael,Barton,159.85,131.68,F,44,Prefer not to say,rachaelbarton9@gmail.com
722,Vicki,Washington,180.06,91.42,F,42,Native Hawaiian or Other Pacific Islander,vickiwashington8@gmail.com
723,Staci,Gilmore,181.19,176.75,F,20,Black or African American,stacigilmore3@gmail.com
724,Dianna,Frazier,170.54,172.3,F,60,Prefer not to say,diannafrazier1@gmail.com
725,Helene,Ward,170.88,112.71,F,39,Prefer not to say,heleneward6@gmail.com
726,Penelope,Buckley,163.21,119.47,F,48,White,penelopebuckley1@gmail.com
727,Hillary,Conrad,171.8,99.09,F,50,Prefer not to say,hillaryconrad2@gmail.com
728,Adrian,Chambers,175.31,144.19,F,30,Prefer not to say,adrianchambers7@gmail.com
729,Lily,Andrade,172.66,174.51,F,55,White,lilyandrade4@gmail.com
730,Janell,Gould,159.77,123.97,F,34,Black or African American,janellgould7@gmail.com
731,Allison,Saunders,154.12,104.52,F,41,Native Hawaiian or Other Pacific Islander,allisonsaunders9@gmail.com
732,Pat,Carrillo,163.31,150.22,F,36,Prefer not to say,patcarrillo4@gmail.com
733,Margarita,Macias,158.83,167.52,F,38,Black or African American,margaritamacias7@gmail.com
734,Lillian,Everett,158.06,179.34,F,38,White,lillianeverett9@gmail.com
735,Claudia,Peterson,157.56,165.74,F,51,Asian,claudiapeterson5@gmail.com
736,Millie,Orozco,181.69,105.1,F,52,Asian,millieorozco9@gmail.com
737,Twila,Burton,167.1,156.21,F,22,Prefer not to say,twilaburton3@gmail.com
738,Jeanine,Olson,159.8,184.27,F,21,Black or African American,jeanineolson8@gmail.com
739,Ladonna,Stevenson,163.21,116.74,F,45,Native Hawaiian or Other Pacific Islander,ladonnastevenson2@gmail.com
740,Zelma,Odom,168.47,94.89,F,33,White,zelmaodom1@gmail.com
741,Opal,Schroeder,157.31,93.69,F,52,Prefer not to say,opalschroeder5@gmail.com
742,Coleen,Rogers,170.91,142.38,F,23,White,coleenrogers2@gmail.com
743,Allie,Browning,164.1,128.39,F,39,American Indian or Alaska Native,alliebrowning3@gmail.com
744,Milagros,Nixon,159.07,97.96,F,28,Native Hawaiian or Other Pacific Islander,milagrosnixon9@gmail.com
745,Tami,Woods,158.21,127.1,F,30,American Indian or Alaska Native,tamiwoods1@gmail.com
746,Kari,Randall,178.07,114.72,F,42,White,karirandall7@gmail.com
747,Maggie,Bennett,155.42,136.92,F,60,Black or African American,maggiebennett6@gmail.com
748,Ines,Huffman,168.69,190.59,F,33,Black or African American,ineshuffman1@gmail.com
749,Loraine,Carey,160.75,152.39,F,29,Prefer not to say,lorainecarey4@gmail.com
750,Maribel,Swanson,171.91,105.54,F,34,Asian,maribelswanson6@gmail.com
751,Lacy,Cline,165.33,185.62,F,24,White,lacycline7@gmail.com
752,Agnes,Hoover,168.61,112.31,F,47,Black or African American,agneshoover9@gmail.com
753,Nikki,Mccullough,163.49,126.23,F,59,Native Hawaiian or Other Pacific Islander,nikkimccullough2@gmail.com
754,Lizzie,Case,176.97,129.31,F,22,Prefer not to say,lizziecase5@gmail.com
755,Beulah,Harrison,160.83,91.01,F,36,Prefer not to say,beulahharrison7@gmail.com
756,Kirsten,Turner,165.37,107.73,F,57,White,kirstenturner2@gmail.com
757,Jami,Weiss,162.34,174.48,F,22,Asian,jamiweiss4@gmail.com
758,Katrina,Quinn,180.95,104.84,F,26,American Indian or Alaska Native,katrinaquinn4@gmail.com
759,Nora,Parsons,167.74,161.63,F,50,White,noraparsons6@gmail.com
760,Janell,Richard,156.02,94.66,F,32,Black or African American,janellrichard1@gmail.com
761,Elaine,Hines,174.34,97.37,F,52,White,elainehines9@gmail.com
762,Belinda,Boyle,172.05,179.5,F,58,Asian,belindaboyle4@gmail.com
763,Eula,Castillo,170.27,174.49,F,60,American Indian or Alaska Native,eulacastillo6@gmail.com
764,Jenifer,Graves,167,195.37,F,20,Prefer not to say,jenifergraves2@gmail.com
765,Felecia,Davenport,156.71,124.7,F,27,Black or African American,feleciadavenport1@gmail.com
766,Marva,Wolfe,163.4,120.24,F,27,Black or African American,marvawolfe9@gmail.com
767,Lolita,Rich,157.54,164.76,F,39,Asian,lolitarich3@gmail.com
768,Deanna,Mendoza,167.81,120.66,F,47,American Indian or Alaska Native,deannamendoza2@gmail.com
769,Shirley,Love,160.42,170.78,F,25,Native Hawaiian or Other Pacific Islander,shirleylove6@gmail.com
770,Deborah,Rubio,168.49,183.19,F,48,Black or African American,deborahrubio2@gmail.com
771,Malinda,Guerra,158.12,129.25,F,50,American Indian or Alaska Native,malindaguerra4@gmail.com
772,Deana,Escobar,181.12,155.21,F,29,Asian,deanaescobar6@gmail.com
773,Kathie,Warren,157.97,191.87,F,53,Prefer not to say,kathiewarren7@gmail.com
774,Ester,Wilkinson,152.53,111.19,F,25,Asian,esterwilkinson4@gmail.com
775,Essie,Crawford,179.54,90.96,F,30,White,essiecrawford5@gmail.com
776,Kelley,Sims,166.24,110.31,F,59,White,kelleysims9@gmail.com
777,Maria,Donovan,167.41,91.69,F,33,American Indian or Alaska Native,mariadonovan4@gmail.com
778,Alana,Ward,174.52,148.37,F,49,American Indian or Alaska Native,alanaward3@gmail.com
779,Brooke,Lozano,173.64,140.21,F,34,Native Hawaiian or Other Pacific Islander,brookelozano6@gmail.com
780,Katy,Cohen,171.75,92.55,F,51,Black or African American,katycohen8@gmail.com
781,Tamara,Kennedy,172.55,121.56,F,25,Prefer not to say,tamarakennedy8@gmail.com
782,Sheri,Stewart,167.42,135.41,F,32,Asian,sheristewart7@gmail.com
783,Earline,Tyler,177.65,145.39,F,55,Native Hawaiian or Other Pacific Islander,earlinetyler6@gmail.com
784,Phoebe,Prince,170.33,143.82,F,45,White,phoebeprince4@gmail.com
785,Carmen,Burch,159.27,140.57,F,37,White,carmenburch4@gmail.com
786,Krystal,Wang,176.1,128.02,F,35,Prefer not to say,krystalwang3@gmail.com
787,Jolene,Brock,171.22,177.87,F,47,Asian,jolenebrock5@gmail.com
788,Hester,Shaffer,162.88,130.69,F,56,Prefer not to say,hestershaffer4@gmail.com
789,Rosemarie,Long,177.49,198.02,F,30,Asian,rosemarielong1@gmail.com
790,Casey,Chandler,182,109.43,F,59,White,caseychandler3@gmail.com
791,Amanda,Gordon,169.31,190.92,F,47,American Indian or Alaska Native,amandagordon6@gmail.com
792,Harriet,Mcintosh,171.04,143.93,F,49,White,harrietmcintosh4@gmail.com
793,Mavis,Peterson,164.57,197.81,F,27,Prefer not to say,mavispeterson1@gmail.com
794,Nita,Khan,165.48,127.14,F,36,Black or African American,nitakhan2@gmail.com
795,Georgette,Miles,165.71,157.96,F,33,Black or African American,georgettemiles1@gmail.com
796,Katelyn,Mueller,159.69,115.66,F,38,White,katelynmueller5@gmail.com
797,Ursula,Leblanc,174.25,173.42,F,20,White,ursulaleblanc3@gmail.com
798,Arline,Colon,156.78,134.88,F,36,Black or African American,arlinecolon2@gmail.com
799,Jaime,Barnett,159.86,186.23,F,41,Native Hawaiian or Other Pacific Islander,jaimebarnett9@gmail.com
800,Gabriela,Potter,176.74,194.89,F,41,American Indian or Alaska Native,gabrielapotter4@gmail.com
801,Geraldine,Joseph,163.81,158.05,F,53,Black or African American,geraldinejoseph7@gmail.com
802,Noemi,Bowman,175.49,197.73,F,25,American Indian or Alaska Native,noemibowman1@gmail.com
803,Clara,Mayer,176.4,103.26,F,42,Prefer not to say,claramayer2@gmail.com
804,Traci,Macias,171.07,133.54,F,47,Prefer not to say,tracimacias6@gmail.com
805,Dawn,Harrell,163.93,177.5,F,46,Asian,dawnharrell4@gmail.com
806,Shannon,Horne,167.73,132.68,F,36,Prefer not to say,shannonhorne7@gmail.com
807,Rene,Calderon,182.69,173.24,F,40,Native Hawaiian or Other Pacific Islander,renecalderon5@gmail.com
808,Jeanie,Morton,157.99,187.04,F,57,White,jeaniemorton8@gmail.com
809,Ina,Owens,179.67,185.86,F,32,Native Hawaiian or Other Pacific Islander,inaowens1@gmail.com
810,Mable,Schmitt,162.56,127.42,F,40,Prefer not to say,mableschmitt5@gmail.com
811,Latoya,Lowery,168.09,164.37,F,22,Black or African American,latoyalowery1@gmail.com
812,Jeri,Wall,170.61,188.52,F,42,Asian,jeriwall6@gmail.com
813,Cherry,Contreras,169.26,162.86,F,49,Black or African American,cherrycontreras9@gmail.com
814,Esmeralda,Wilkinson,161,184.37,F,35,Black or African American,esmeraldawilkinson8@gmail.com
815,Marla,Mills,159.45,182.7,F,43,Prefer not to say,marlamills9@gmail.com
816,Maricela,Pittman,156.68,140.47,F,60,Black or African American,maricelapittman7@gmail.com
817,Mara,Mann,170.75,109.52,F,33,American Indian or Alaska Native,maramann2@gmail.com
818,Candice,Walton,163.19,116.32,F,46,American Indian or Alaska Native,candicewalton6@gmail.com
819,Louise,Odonnell,164.97,193.76,F,22,American Indian or Alaska Native,louiseodonnell7@gmail.com
820,Jasmine,Bryan,181.23,104.81,F,23,Native Hawaiian or Other Pacific Islander,jasminebryan1@gmail.com
821,Alyssa,White,159.31,152.51,F,53,White,alyssawhite5@gmail.com
822,Lea,Stark,164.88,181.36,F,53,Prefer not to say,leastark5@gmail.com
823,Marcie,Bray,176.26,139.42,F,41,White,marciebray4@gmail.com
824,Chandra,Howe,181.85,96.42,F,47,Asian,chandrahowe2@gmail.com
825,Elinor,Elliott,178.87,93.88,F,28,Asian,elinorelliott1@gmail.com
826,Bonita,Woodward,159.23,169.72,F,28,American Indian or Alaska Native,bonitawoodward5@gmail.com
827,Verna,Moyer,158.81,104.24,F,41,Black or African American,vernamoyer2@gmail.com
828,Lauri,Becker,173.7,166.67,F,24,Native Hawaiian or Other Pacific Islander,lauribecker6@gmail.com
829,Eugenia,Terrell,161.12,98.98,F,45,Black or African American,eugeniaterrell9@gmail.com
830,Savannah,Taylor,166.63,101.86,F,24,Black or African American,savannahtaylor5@gmail.com
831,Terra,Hull,164.55,122.31,F,53,American Indian or Alaska Native,terrahull8@gmail.com
832,Elsa,Graves,170.04,165.48,F,35,Native Hawaiian or Other Pacific Islander,elsagraves8@gmail.com
833,Sheri,Mcmahon,159.52,110.68,F,60,American Indian or Alaska Native,sherimcmahon1@gmail.com
834,Iva,Willis,167.84,121.66,F,53,American Indian or Alaska Native,ivawillis6@gmail.com
835,Eliza,Lin,160.81,158.17,F,34,Native Hawaiian or Other Pacific Islander,elizalin4@gmail.com
836,Lori,Gray,154.16,140.39,F,31,American Indian or Alaska Native,lorigray3@gmail.com
837,Sheila,Austin,158.35,189.79,F,35,American Indian or Alaska Native,sheilaaustin8@gmail.com
838,Tiffany,Crosby,173.82,131.41,F,23,American Indian or Alaska Native,tiffanycrosby8@gmail.com
839,Amalia,Ayers,159.04,96.4,F,34,American Indian or Alaska Native,amaliaayers8@gmail.com
840,Mai,Stokes,175.05,152.63,F,45,Asian,maistokes4@gmail.com
841,Zelma,Kramer,157.18,195.16,F,46,American Indian or Alaska Native,zelmakramer6@gmail.com
842,Marlene,Mcintosh,171.69,184.63,F,30,Asian,marlenemcintosh5@gmail.com
843,Leanna,Pham,167.23,115.02,F,31,American Indian or Alaska Native,leannapham9@gmail.com
844,Dorothy,Moreno,173.73,147.6,F,47,White,dorothymoreno5@gmail.com
845,Evangeline,Fields,166.01,99.25,F,33,American Indian or Alaska Native,evangelinefields8@gmail.com
846,Vicky,Charles,169.85,158.71,F,23,White,vickycharles9@gmail.com
847,Liz,Reyes,168.89,143.89,F,32,Prefer not to say,lizreyes5@gmail.com
848,Lina,David,174.11,186.71,F,35,Prefer not to say,linadavid2@gmail.com
849,Selma,Gentry,155.37,128.62,F,30,Black or African American,selmagentry8@gmail.com
850,Julianne,Mosley,181.03,157.85,F,20,White,juliannemosley4@gmail.com
851,Margarita,Mcdowell,172.53,138.76,F,57,Asian,margaritamcdowell7@gmail.com
852,Lucinda,Duffy,168.1,165.99,F,25,Asian,lucindaduffy6@gmail.com
853,Jerry,May,158.14,177.94,F,33,Native Hawaiian or Other Pacific Islander,jerrymay4@gmail.com
854,Mollie,Escobar,182.05,128.78,F,31,White,mollieescobar2@gmail.com
855,Sara,Fritz,180.44,137.9,F,43,Native Hawaiian or Other Pacific Islander,sarafritz5@gmail.com
856,Mavis,Gregory,168.36,154.74,F,53,Native Hawaiian or Other Pacific Islander,mavisgregory4@gmail.com
857,Corinne,Hernandez,163.98,133.6,F,42,American Indian or Alaska Native,corinnehernandez2@gmail.com
858,Trudy,Mcgrath,163.77,160.32,F,31,Asian,trudymcgrath5@gmail.com
859,Alisa,Tucker,176.65,176.04,F,53,Native Hawaiian or Other Pacific Islander,alisatucker5@gmail.com
860,Sheila,Holder,163.17,123.91,F,26,Prefer not to say,sheilaholder7@gmail.com
861,Christina,Dominguez,172.57,168.9,F,41,White,christinadominguez6@gmail.com
862,Liz,Romero,171.2,193.15,F,48,Black or African American,lizromero4@gmail.com
863,Millicent,Dickerson,155.92,107.36,F,31,Asian,millicentdickerson8@gmail.com
864,Cecile,Greene,179.37,109.5,F,32,White,cecilegreene9@gmail.com
865,Kristin,Peters,175.17,105.08,F,48,Black or African American,kristinpeters5@gmail.com
866,Elena,Stein,174.82,196.86,F,46,Prefer not to say,elenastein2@gmail.com
867,Concepcion,Morgan,154.67,102.08,F,26,American Indian or Alaska Native,concepcionmorgan8@gmail.com
868,Angelita,Santiago,179.85,153.45,F,29,Native Hawaiian or Other Pacific Islander,angelitasantiago3@gmail.com
869,Jessie,Horton,170.86,152,F,43,Native Hawaiian or Other Pacific Islander,jessiehorton5@gmail.com
870,Reba,Caldwell,160.95,93.83,F,24,American Indian or Alaska Native,rebacaldwell8@gmail.com
871,Mari,Wilkerson,154.4,151.84,F,51,Native Hawaiian or Other Pacific Islander,mariwilkerson8@gmail.com
872,Kate,Davidson,179.53,125.98,F,28,Black or African American,katedavidson6@gmail.com
873,Elnora,Gibbs,163.35,116.58,F,27,White,elnoragibbs6@gmail.com
874,Nell,Shelton,168.73,133.02,F,33,Native Hawaiian or Other Pacific Islander,nellshelton7@gmail.com
875,Minerva,Mccullough,174.2,172.52,F,20,American Indian or Alaska Native,minervamccullough4@gmail.com
876,Julianne,Hutchinson,153.44,111.02,F,58,Prefer not to say,juliannehutchinson3@gmail.com
877,Hester,Rhodes,158.2,97.43,F,33,White,hesterrhodes4@gmail.com
878,Alice,Kidd,179.17,188.36,F,58,Prefer not to say,alicekidd8@gmail.com
879,Socorro,Turner,168.03,139.86,F,28,Asian,socorroturner4@gmail.com
880,Natasha,Grimes,154.02,156.97,F,43,White,natashagrimes8@gmail.com
881,Florine,Shah,171.23,168.07,F,29,Black or African American,florineshah5@gmail.com
882,Candice,Perez,180.76,173.77,F,58,Asian,candiceperez8@gmail.com
883,Brittney,Cameron,182.78,158.49,F,59,American Indian or Alaska Native,brittneycameron7@gmail.com
884,Sandra,Gardner,172.88,94.5,F,52,White,sandragardner2@gmail.com
885,Katelyn,Dunn,177.81,182.22,F,50,Native Hawaiian or Other Pacific Islander,katelyndunn7@gmail.com
886,Doreen,Carr,182.73,153.07,F,40,Asian,doreencarr6@gmail.com
887,Lavonne,Mosley,178.52,120.77,F,38,Black or African American,lavonnemosley9@gmail.com
888,Saundra,Randall,166.65,143.37,F,44,Native Hawaiian or Other Pacific Islander,saundrarandall7@gmail.com
889,Rosalie,Lester,153.09,139.71,F,28,Asian,rosalielester6@gmail.com
890,Patty,Beasley,167.58,130.85,F,53,Prefer not to say,pattybeasley1@gmail.com
891,Simone,Carlson,166.65,119.29,F,58,Prefer not to say,simonecarlson7@gmail.com
892,Shauna,Foley,180.84,104.95,F,49,Asian,shaunafoley1@gmail.com
893,Sonya,Berger,155.94,164.94,F,51,American Indian or Alaska Native,sonyaberger7@gmail.com
894,Antonia,Craig,165.73,120.45,F,56,Black or African American,antoniacraig5@gmail.com
895,Vanessa,Whitney,159.63,147.45,F,21,Black or African American,vanessawhitney5@gmail.com
896,Carlene,Bullock,181.71,150.85,F,30,White,carlenebullock6@gmail.com
897,Marcy,Armstrong,161.01,133.93,F,39,Black or African American,marcyarmstrong5@gmail.com
898,Flossie,Michael,172.22,105.17,F,36,Black or African American,flossiemichael4@gmail.com
899,Ramona,Long,159.58,170.94,F,57,American Indian or Alaska Native,ramonalong9@gmail.com
900,Brigitte,Schaefer,163.07,196.31,F,29,Asian,brigitteschaefer4@gmail.com
901,Ebony,Lowe,165.25,95.01,F,20,Black or African American,ebonylowe9@gmail.com
902,Jo,Hahn,169.56,142.2,F,58,Black or African American,johahn8@gmail.com
903,Consuelo,Crawford,173.98,144.7,F,51,Native Hawaiian or Other Pacific Islander,consuelocrawford5@gmail.com
904,Clarissa,Barron,181.85,192.92,F,22,White,clarissabarron1@gmail.com
905,Jana,Oneal,171.32,156.29,F,23,White,janaoneal9@gmail.com
906,Pam,Wolfe,154.95,147.84,F,60,Black or African American,pamwolfe4@gmail.com
907,Rhonda,Dodson,178.55,146.47,F,22,Black or African American,rhondadodson5@gmail.com
908,Brandy,Lam,165.61,90.64,F,31,Prefer not to say,brandylam1@gmail.com
909,Anastasia,Marshall,177,103.83,F,33,White,anastasiamarshall1@gmail.com
910,Stacie,Munoz,182.58,193.46,F,58,White,staciemunoz2@gmail.com
911,Barbra,Kirk,171.78,108.88,F,47,White,barbrakirk6@gmail.com
912,Bobbie,Peck,153.4,146.68,F,56,Prefer not to say,bobbiepeck4@gmail.com
913,Sally,Buckley,166.81,185.2,F,36,Prefer not to say,sallybuckley7@gmail.com
914,Brenda,Salazar,181.75,129.3,F,58,American Indian or Alaska Native,brendasalazar7@gmail.com
915,Nannie,Saunders,160.31,94.62,F,28,White,nanniesaunders4@gmail.com
